COL1,COL2,COL3,COL4
fiancé,comme,un,enfant
comme,un,enfant,qu
un,enfant,qu,il
enfant,qu,il,était:
qu,il,était:,tout
il,était:,tout,de
était:,tout,de,suite
tout,de,suite,nous
de,suite,nous,aurions
suite,nous,aurions,eu
nous,aurions,eu,une
aurions,eu,une,maison
eu,une,maison,comme
une,maison,comme,une
maison,comme,une,chaumière
comme,une,chaumière,perdue
une,chaumière,perdue,dans
chaumière,perdue,dans,la
perdue,dans,la,campagne
dans,la,campagne,elle
la,campagne,elle,était
campagne,elle,était,toute
elle,était,toute,prête
était,toute,prête,disait-il
toute,prête,disait-il,nous
prête,disait-il,nous,y
disait-il,nous,y,serions
nous,y,serions,arrivés
y,serions,arrivés,comme
serions,arrivés,comme,au
arrivés,comme,au,retour
comme,au,retour,d
au,retour,d,un
retour,d,un,grand
d,un,grand,voyage
un,grand,voyage,le
grand,voyage,le,soir
voyage,le,soir,de
le,soir,de,notre
soir,de,notre,mariage
de,notre,mariage,vers
notre,mariage,vers,cette
mariage,vers,cette,heure-ci
vers,cette,heure-ci,qui
cette,heure-ci,qui,est
heure-ci,qui,est,proche
qui,est,proche,de
est,proche,de,la
proche,de,la,nuit
de,la,nuit,et
la,nuit,et,par
nuit,et,par,les
et,par,les,chemins
par,les,chemins,dans
les,chemins,dans,la
chemins,dans,la,cour
dans,la,cour,cachés
la,cour,cachés,dans
cour,cachés,dans,les
cachés,dans,les,bosquets
dans,les,bosquets,des
les,bosquets,des,enfants
bosquets,des,enfants,inconnus
des,enfants,inconnus,nous
enfants,inconnus,nous,auraient
inconnus,nous,auraient,fait
nous,auraient,fait,fête
auraient,fait,fête,criant:
fait,fête,criant:,vive
fête,criant:,vive,la
criant:,vive,la,mariée
vive,la,mariée,quelles
la,mariée,quelles,folies
mariée,quelles,folies,n
quelles,folies,n,est-ce
folies,n,est-ce,pas
n,est-ce,pas,meaulnes
est-ce,pas,meaulnes,interdit
pas,meaulnes,interdit,soucieux
meaulnes,interdit,soucieux,l
interdit,soucieux,l,écoutait
soucieux,l,écoutait,il
l,écoutait,il,retrouvait
écoutait,il,retrouvait,dans
il,retrouvait,dans,tout
retrouvait,dans,tout,cela
dans,tout,cela,comme
tout,cela,comme,l
cela,comme,l,écho
comme,l,écho,d
l,écho,d,une
écho,d,une,voix
d,une,voix,déjà
une,voix,déjà,entendue
voix,déjà,entendue,et
déjà,entendue,et,il
entendue,et,il,y
et,il,y,avait
il,y,avait,aussi
y,avait,aussi,dans
avait,aussi,dans,le
aussi,dans,le,ton
dans,le,ton,de
le,ton,de,la
ton,de,la,jeune
de,la,jeune,fille
la,jeune,fille,lorsqu
jeune,fille,lorsqu,elle
fille,lorsqu,elle,contait
lorsqu,elle,contait,cette
elle,contait,cette,histoire
contait,cette,histoire,un
cette,histoire,un,vague
histoire,un,vague,regret
un,vague,regret,mais
vague,regret,mais,elle
regret,mais,elle,eut
mais,elle,eut,peur
elle,eut,peur,de
eut,peur,de,l
peur,de,l,avoir
de,l,avoir,blessé
l,avoir,blessé,elle
avoir,blessé,elle,se
blessé,elle,se,retourna
elle,se,retourna,vers
se,retourna,vers,lui
retourna,vers,lui,avec
vers,lui,avec,élan
lui,avec,élan,avec
avec,élan,avec,douceur
élan,avec,douceur,a
avec,douceur,a,vous
douceur,a,vous,dit-elle
a,vous,dit-elle,je
vous,dit-elle,je,veux
dit-elle,je,veux,donner
je,veux,donner,tout
veux,donner,tout,ce
donner,tout,ce,que
tout,ce,que,j
ce,que,j,ai:
que,j,ai:,quelque
j,ai:,quelque,chose
ai:,quelque,chose,qui
quelque,chose,qui,ait
chose,qui,ait,été
qui,ait,été,pour
ait,été,pour,moi
été,pour,moi,plus
pour,moi,plus,précieux
moi,plus,précieux,que
plus,précieux,que,tout
précieux,que,tout,et
que,tout,et,vous
tout,et,vous,le
et,vous,le,brûlerez
vous,le,brûlerez,alors
le,brûlerez,alors,en
brûlerez,alors,en,le
alors,en,le,regardant
en,le,regardant,fixement
le,regardant,fixement,d
regardant,fixement,d,un
fixement,d,un,air
d,un,air,anxieux
un,air,anxieux,elle
air,anxieux,elle,sortit
anxieux,elle,sortit,de
elle,sortit,de,sa
sortit,de,sa,poche
de,sa,poche,un
sa,poche,un,petit
poche,un,petit,paquet
un,petit,paquet,de
petit,paquet,de,lettres
paquet,de,lettres,qu
de,lettres,qu,elle
lettres,qu,elle,lui
qu,elle,lui,tendit
elle,lui,tendit,les
lui,tendit,les,lettres
tendit,les,lettres,de
les,lettres,de,son
lettres,de,son,fiancé
de,son,fiancé,ah
son,fiancé,ah,tout
fiancé,ah,tout,de
ah,tout,de,suite
tout,de,suite,il
de,suite,il,reconnut
suite,il,reconnut,la
il,reconnut,la,fine
reconnut,la,fine,écriture
la,fine,écriture,comment
fine,écriture,comment,n
écriture,comment,n,y
comment,n,y,avait-il
n,y,avait-il,jamais
y,avait-il,jamais,pensé
avait-il,jamais,pensé,plus
jamais,pensé,plus,tôt
pensé,plus,tôt,c
plus,tôt,c,était
tôt,c,était,l
c,était,l,écriture
était,l,écriture,de
l,écriture,de,franz
écriture,de,franz,le
de,franz,le,bohémien
franz,le,bohémien,qu
le,bohémien,qu,il
bohémien,qu,il,avait
qu,il,avait,vue
il,avait,vue,jadis
avait,vue,jadis,sur
vue,jadis,sur,le
jadis,sur,le,billet
sur,le,billet,désespéré
le,billet,désespéré,laissé
billet,désespéré,laissé,dans
désespéré,laissé,dans,la
laissé,dans,la,chambre
dans,la,chambre,du
la,chambre,du,domaine
chambre,du,domaine,ils
du,domaine,ils,marchaient
domaine,ils,marchaient,maintenant
ils,marchaient,maintenant,sur
marchaient,maintenant,sur,une
maintenant,sur,une,petite
sur,une,petite,route
une,petite,route,étroite
petite,route,étroite,entre
route,étroite,entre,les
étroite,entre,les,pâquerettes
entre,les,pâquerettes,et
les,pâquerettes,et,les
pâquerettes,et,les,foins
et,les,foins,éclairés
les,foins,éclairés,obliquement
foins,éclairés,obliquement,par
éclairés,obliquement,par,le
obliquement,par,le,soleil
par,le,soleil,de
le,soleil,de,cinq
soleil,de,cinq,heures
de,cinq,heures,si
cinq,heures,si,grande
heures,si,grande,était
si,grande,était,sa
grande,était,sa,stupeur
était,sa,stupeur,que
sa,stupeur,que,meaulnes
stupeur,que,meaulnes,ne
que,meaulnes,ne,comprenait
meaulnes,ne,comprenait,pas
ne,comprenait,pas,encore
comprenait,pas,encore,quelle
pas,encore,quelle,déroute
encore,quelle,déroute,pour
quelle,déroute,pour,lui
déroute,pour,lui,tout
pour,lui,tout,cela
lui,tout,cela,signifiait
tout,cela,signifiait,il
cela,signifiait,il,lisait
signifiait,il,lisait,parce
il,lisait,parce,qu
lisait,parce,qu,elle
parce,qu,elle,lui
qu,elle,lui,avait
elle,lui,avait,demandé
lui,avait,demandé,de
avait,demandé,de,lire
demandé,de,lire,des
de,lire,des,phrases
lire,des,phrases,enfantines
des,phrases,enfantines,sentimentales
phrases,enfantines,sentimentales,pathétiques
enfantines,sentimentales,pathétiques,celle-ci
sentimentales,pathétiques,celle-ci,dans
pathétiques,celle-ci,dans,la
celle-ci,dans,la,dernière
dans,la,dernière,lettre:
la,dernière,lettre:,ah
dernière,lettre:,ah,vous
lettre:,ah,vous,avez
ah,vous,avez,perdu
vous,avez,perdu,le
avez,perdu,le,petit
perdu,le,petit,coeur
le,petit,coeur,impardonnable
petit,coeur,impardonnable,petite
coeur,impardonnable,petite,valentine
impardonnable,petite,valentine,que
petite,valentine,que,va-t-il
valentine,que,va-t-il,nous
que,va-t-il,nous,arriver
va-t-il,nous,arriver,enfin
nous,arriver,enfin,je
arriver,enfin,je,ne
enfin,je,ne,suis
je,ne,suis,pas
ne,suis,pas,superstitieux
suis,pas,superstitieux,meaulnes
pas,superstitieux,meaulnes,lisait
superstitieux,meaulnes,lisait,à
meaulnes,lisait,à,demie
lisait,à,demie,aveuglé
à,demie,aveuglé,de
demie,aveuglé,de,regret
aveuglé,de,regret,et
de,regret,et,de
regret,et,de,colère
et,de,colère,le
de,colère,le,visage
colère,le,visage,immobile
le,visage,immobile,mais
visage,immobile,mais,tout
immobile,mais,tout,pâle
mais,tout,pâle,avec
tout,pâle,avec,des
pâle,avec,des,frémissements
avec,des,frémissements,sous
des,frémissements,sous,les
frémissements,sous,les,yeux
sous,les,yeux,valentine
les,yeux,valentine,inquiète
yeux,valentine,inquiète,de
valentine,inquiète,de,le
inquiète,de,le,voir
de,le,voir,ainsi
le,voir,ainsi,regarda
voir,ainsi,regarda,où
ainsi,regarda,où,il
regarda,où,il,en
où,il,en,était
il,en,était,et
en,était,et,ce
était,et,ce,qui
et,ce,qui,le
ce,qui,le,fâchait
qui,le,fâchait,ainsi
le,fâchait,ainsi,c
fâchait,ainsi,c,est
ainsi,c,est,expliqua-t-elle
c,est,expliqua-t-elle,très
est,expliqua-t-elle,très,vite
expliqua-t-elle,très,vite,un
très,vite,un,bijou
vite,un,bijou,qu
un,bijou,qu,il
bijou,qu,il,m
qu,il,m,avait
il,m,avait,donné
m,avait,donné,en
avait,donné,en,me
donné,en,me,faisant
en,me,faisant,jurer
me,faisant,jurer,de
faisant,jurer,de,le
jurer,de,le,regarder
de,le,regarder,toujours
le,regarder,toujours,c
regarder,toujours,c,étaient
toujours,c,étaient,là
c,étaient,là,de
étaient,là,de,ses
là,de,ses,idées
de,ses,idées,folles
ses,idées,folles,mais
idées,folles,mais,elle
folles,mais,elle,ne
mais,elle,ne,fit
elle,ne,fit,qu
ne,fit,qu,exaspérer
fit,qu,exaspérer,meaulnes
qu,exaspérer,meaulnes,folles
exaspérer,meaulnes,folles,dit-il
meaulnes,folles,dit-il,en
folles,dit-il,en,mettant
dit-il,en,mettant,des
en,mettant,des,lettres
mettant,des,lettres,dans
des,lettres,dans,sa
lettres,dans,sa,poche
dans,sa,poche,pourquoi
sa,poche,pourquoi,répéter
poche,pourquoi,répéter,ce
pourquoi,répéter,ce,mot
répéter,ce,mot,pourquoi
ce,mot,pourquoi,n
mot,pourquoi,n,avoir
pourquoi,n,avoir,jamais
n,avoir,jamais,voulu
avoir,jamais,voulu,croire
jamais,voulu,croire,en
voulu,croire,en,lui
croire,en,lui,je
en,lui,je,l
lui,je,l,ai
je,l,ai,connu
l,ai,connu,c
ai,connu,c,était
connu,c,était,le
c,était,le,garçon
était,le,garçon,le
le,garçon,le,plus
garçon,le,plus,merveilleux
le,plus,merveilleux,du
plus,merveilleux,du,monde
merveilleux,du,monde,vous
du,monde,vous,l
monde,vous,l,avez
vous,l,avez,connu
l,avez,connu,dit-elle
avez,connu,dit-elle,au
connu,dit-elle,au,comble
dit-elle,au,comble,de
au,comble,de,l
comble,de,l,émoi
de,l,émoi,vous
l,émoi,vous,avez
émoi,vous,avez,connu
vous,avez,connu,frantz
avez,connu,frantz,de
connu,frantz,de,galais
frantz,de,galais,c
de,galais,c,était
galais,c,était,mon
c,était,mon,ami
était,mon,ami,le
mon,ami,le,meilleur
ami,le,meilleur,c
le,meilleur,c,était
meilleur,c,était,mon
c,était,mon,frère
était,mon,frère,d
mon,frère,d,aventures
frère,d,aventures,et
d,aventures,et,voilà
aventures,et,voilà,que
et,voilà,que,je
voilà,que,je,lui
que,je,lui,ai
je,lui,ai,pris
lui,ai,pris,sa
ai,pris,sa,fiancée
pris,sa,fiancée,ah
sa,fiancée,ah,poursuivit-il
fiancée,ah,poursuivit-il,avec
ah,poursuivit-il,avec,fureur
poursuivit-il,avec,fureur,quel
avec,fureur,quel,mal
fureur,quel,mal,vous
quel,mal,vous,nous
mal,vous,nous,avez
vous,nous,avez,fait
nous,avez,fait,vous
avez,fait,vous,qui
fait,vous,qui,n
vous,qui,n,avez
qui,n,avez,croire
n,avez,croire,à
avez,croire,à,rien
croire,à,rien,vous
à,rien,vous,êtes
rien,vous,êtes,cause
vous,êtes,cause,de
êtes,cause,de,tout
cause,de,tout,c
de,tout,c,est
tout,c,est,vous
c,est,vous,qui
est,vous,qui,avez
vous,qui,avez,tout
qui,avez,tout,perdu
avez,tout,perdu,tout
tout,perdu,tout,perdu
perdu,tout,perdu,elle
tout,perdu,elle,voulut
perdu,elle,voulut,lui
elle,voulut,lui,parler
voulut,lui,parler,lui
lui,parler,lui,prendre
parler,lui,prendre,la
lui,prendre,la,main
prendre,la,main,mais
la,main,mais,il
main,mais,il,la
mais,il,la,repoussa
il,la,repoussa,brutalement
la,repoussa,brutalement,allez-vous-en
repoussa,brutalement,allez-vous-en,laissez-moi
brutalement,allez-vous-en,laissez-moi,eh
allez-vous-en,laissez-moi,eh,bien
laissez-moi,eh,bien,s
eh,bien,s,il
bien,s,il,en
s,il,en,est
il,en,est,ainsi
en,est,ainsi,dit-elle
est,ainsi,dit-elle,le
ainsi,dit-elle,le,visage
dit-elle,le,visage,en
le,visage,en,feu
visage,en,feu,bégayant
en,feu,bégayant,et
feu,bégayant,et,pleurant
bégayant,et,pleurant,à
et,pleurant,à,demi
pleurant,à,demi,je
à,demi,je,partirai
demi,je,partirai,en
je,partirai,en,effet
partirai,en,effet,je
en,effet,je,rentrerai
effet,je,rentrerai,à
je,rentrerai,à,bourges
rentrerai,à,bourges,chez
à,bourges,chez,nous
bourges,chez,nous,avec
chez,nous,avec,ma
nous,avec,ma,soeur
avec,ma,soeur,et
ma,soeur,et,si
soeur,et,si,vous
et,si,vous,ne
si,vous,ne,revenez
vous,ne,revenez,pas
ne,revenez,pas,me
revenez,pas,me,chercher
pas,me,chercher,vous
me,chercher,vous,savez
chercher,vous,savez,n
vous,savez,n,est-ce
savez,n,est-ce,pas
n,est-ce,pas,que
est-ce,pas,que,mon
pas,que,mon,père
que,mon,père,est
mon,père,est,trop
père,est,trop,pauvre
est,trop,pauvre,pour
trop,pauvre,pour,me
pauvre,pour,me,garder
pour,me,garder,eh
me,garder,eh,bien
garder,eh,bien,je
eh,bien,je,repartirai
bien,je,repartirai,pour
je,repartirai,pour,paris
repartirai,pour,paris,je
pour,paris,je,battrai
paris,je,battrai,les
je,battrai,les,chemins
battrai,les,chemins,comme
les,chemins,comme,je
chemins,comme,je,l
comme,je,l,ai
je,l,ai,déjà
l,ai,déjà,fait
ai,déjà,fait,une
déjà,fait,une,fois
fait,une,fois,je
une,fois,je,deviendrai
fois,je,deviendrai,certainement
je,deviendrai,certainement,une
deviendrai,certainement,une,fille
certainement,une,fille,perdue
une,fille,perdue,moi
fille,perdue,moi,qui
perdue,moi,qui,n
moi,qui,n,ai
qui,n,ai,plus
n,ai,plus,de
ai,plus,de,métier
plus,de,métier,et
de,métier,et,elle
métier,et,elle,s
et,elle,s,en
elle,s,en,alla
s,en,alla,chercher
en,alla,chercher,ses
alla,chercher,ses,paquets
chercher,ses,paquets,pour
ses,paquets,pour,prendre
paquets,pour,prendre,le
pour,prendre,le,train
prendre,le,train,tandis
le,train,tandis,que
train,tandis,que,meaulnes
tandis,que,meaulnes,sans
que,meaulnes,sans,même
meaulnes,sans,même,la
sans,même,la,regarder
même,la,regarder,partir
la,regarder,partir,continuait
regarder,partir,continuait,à
partir,continuait,à,marcher
continuait,à,marcher,au
à,marcher,au,hasard
marcher,au,hasard,le
au,hasard,le,journal
hasard,le,journal,s
le,journal,s,interrompait
journal,s,interrompait,de
s,interrompait,de,nouveau
interrompait,de,nouveau,suivaient
de,nouveau,suivaient,encore
nouveau,suivaient,encore,des
suivaient,encore,des,brouillons
encore,des,brouillons,de
des,brouillons,de,lettres
brouillons,de,lettres,lettres
de,lettres,lettres,d
lettres,lettres,d,un
lettres,d,un,homme
d,un,homme,indécis
un,homme,indécis,égaré
homme,indécis,égaré,rentré
indécis,égaré,rentré,à
égaré,rentré,à,la
rentré,à,la,ferté-d
à,la,ferté-d,angillon
la,ferté-d,angillon,meaulnes
ferté-d,angillon,meaulnes,écrivait
angillon,meaulnes,écrivait,à
meaulnes,écrivait,à,valentine
écrivait,à,valentine,en
à,valentine,en,apparence
valentine,en,apparence,pour
en,apparence,pour,lui
apparence,pour,lui,affirmer
pour,lui,affirmer,sa
lui,affirmer,sa,résolution
affirmer,sa,résolution,de
sa,résolution,de,ne
résolution,de,ne,jamais
de,ne,jamais,la
ne,jamais,la,revoir
jamais,la,revoir,et
la,revoir,et,lui
revoir,et,lui,en
et,lui,en,donner
lui,en,donner,des
en,donner,des,raisons
donner,des,raisons,précises
des,raisons,précises,mais
raisons,précises,mais,en
précises,mais,en,réalité
mais,en,réalité,peut-être
en,réalité,peut-être,pour
réalité,peut-être,pour,qu
peut-être,pour,qu,elle
pour,qu,elle,lui
qu,elle,lui,répondît
elle,lui,répondît,dans
lui,répondît,dans,une
répondît,dans,une,de
dans,une,de,ces
une,de,ces,lettres
de,ces,lettres,il
ces,lettres,il,lui
lettres,il,lui,demandait
il,lui,demandait,ce
lui,demandait,ce,que
demandait,ce,que,dans
ce,que,dans,son
que,dans,son,désarroi
dans,son,désarroi,il
son,désarroi,il,n
désarroi,il,n,avait
il,n,avait,pas
n,avait,pas,même
avait,pas,même,songé
pas,même,songé,d
même,songé,d,abord
songé,d,abord,à
d,abord,à,lui
abord,à,lui,demander:
à,lui,demander:,savait-elle
lui,demander:,savait-elle,où
demander:,savait-elle,où,se
savait-elle,où,se,trouvait
où,se,trouvait,le
se,trouvait,le,domaine
trouvait,le,domaine,tant
le,domaine,tant,cherché
domaine,tant,cherché,dans
tant,cherché,dans,une
cherché,dans,une,autre
dans,une,autre,il
une,autre,il,la
autre,il,la,suppliait
il,la,suppliait,de
la,suppliait,de,se
suppliait,de,se,réconcilier
de,se,réconcilier,avec
se,réconcilier,avec,frantz
réconcilier,avec,frantz,de
avec,frantz,de,galais
frantz,de,galais,lui-même
de,galais,lui-même,se
galais,lui-même,se,chargeait
lui-même,se,chargeait,de
se,chargeait,de,le
chargeait,de,le,retrouver
de,le,retrouver,toutes
le,retrouver,toutes,les
retrouver,toutes,les,lettres
toutes,les,lettres,dont
les,lettres,dont,je
lettres,dont,je,voyais
dont,je,voyais,les
je,voyais,les,brouillons
voyais,les,brouillons,n
les,brouillons,n,avaient
brouillons,n,avaient,pas
n,avaient,pas,dû
avaient,pas,dû,être
pas,dû,être,envoyées
dû,être,envoyées,mais
être,envoyées,mais,il
envoyées,mais,il,avait
mais,il,avait,dû
il,avait,dû,écrire
avait,dû,écrire,deux
dû,écrire,deux,ou
écrire,deux,ou,trois
deux,ou,trois,fois
ou,trois,fois,sans
trois,fois,sans,jamais
fois,sans,jamais,obtenir
sans,jamais,obtenir,de
jamais,obtenir,de,réponse
obtenir,de,réponse,avait
de,réponse,avait,été
réponse,avait,été,pour
avait,été,pour,lui
été,pour,lui,une
pour,lui,une,période
lui,une,période,de
une,période,de,combats
période,de,combats,affreux
de,combats,affreux,et
combats,affreux,et,misérables
affreux,et,misérables,dans
et,misérables,dans,un
misérables,dans,un,isolement
dans,un,isolement,absolu
un,isolement,absolu,l
isolement,absolu,l,espoir
absolu,l,espoir,de
l,espoir,de,revoir
espoir,de,revoir,jamais
de,revoir,jamais,yvonne
revoir,jamais,yvonne,de
jamais,yvonne,de,galais
yvonne,de,galais,s
de,galais,s,étant
galais,s,étant,complètement
s,étant,complètement,évanoui
étant,complètement,évanoui,il
complètement,évanoui,il,avait
évanoui,il,avait,dû
il,avait,dû,peu
avait,dû,peu,à
dû,peu,à,peu
peu,à,peu,sentir
à,peu,sentir,sa
peu,sentir,sa,grande
sentir,sa,grande,résolution
sa,grande,résolution,faiblir
grande,résolution,faiblir,et
résolution,faiblir,et,d
faiblir,et,d,après
et,d,après,les
d,après,les,pages
après,les,pages,qui
les,pages,qui,vont
pages,qui,vont,suivre
qui,vont,suivre,les
vont,suivre,les,dernières
suivre,les,dernières,de
les,dernières,de,son
dernières,de,son,journal
de,son,journal,j
son,journal,j,imagine
journal,j,imagine,qu
j,imagine,qu,il
imagine,qu,il,dut
qu,il,dut,un
il,dut,un,beau
dut,un,beau,matin
un,beau,matin,du
beau,matin,du,début
matin,du,début,des
du,début,des,vacances
début,des,vacances,louer
des,vacances,louer,une
vacances,louer,une,bicyclette
louer,une,bicyclette,pour
une,bicyclette,pour,aller
bicyclette,pour,aller,à
pour,aller,à,bourges
aller,à,bourges,visiter
à,bourges,visiter,la
bourges,visiter,la,cathédrale
visiter,la,cathédrale,il
la,cathédrale,il,était
cathédrale,il,était,parti
il,était,parti,à
était,parti,à,la
parti,à,la,première
à,la,première,heure
la,première,heure,par
première,heure,par,la
heure,par,la,belle
par,la,belle,route
la,belle,route,droite
belle,route,droite,entre
route,droite,entre,les
droite,entre,les,bois
entre,les,bois,inventant
les,bois,inventant,en
bois,inventant,en,chemin
inventant,en,chemin,mille
en,chemin,mille,prétextes
chemin,mille,prétextes,à
mille,prétextes,à,se
prétextes,à,se,présenter
à,se,présenter,dignement
se,présenter,dignement,sans
présenter,dignement,sans,demander
dignement,sans,demander,une
sans,demander,une,réconciliation
demander,une,réconciliation,devant
une,réconciliation,devant,celle
réconciliation,devant,celle,qu
devant,celle,qu,il
celle,qu,il,avait
qu,il,avait,chassée
il,avait,chassée,les
avait,chassée,les,quatre
chassée,les,quatre,dernières
les,quatre,dernières,pages
quatre,dernières,pages,que
dernières,pages,que,j
pages,que,j,ai
que,j,ai,pu
j,ai,pu,reconstituer
ai,pu,reconstituer,racontaient
pu,reconstituer,racontaient,ce
reconstituer,racontaient,ce,voyage
racontaient,ce,voyage,et
ce,voyage,et,cette
voyage,et,cette,dernière
et,cette,dernière,faute
cette,dernière,faute,chapitre
dernière,faute,chapitre,xvi
faute,chapitre,xvi,le
chapitre,xvi,le,secret
xvi,le,secret,(fin)
le,secret,(fin),août
secret,(fin),août,de
(fin),août,de,l
août,de,l,autre
de,l,autre,côté
l,autre,côté,de
autre,côté,de,bourges
côté,de,bourges,à
de,bourges,à,l
bourges,à,l,extrémité
à,l,extrémité,des
l,extrémité,des,nouveaux
extrémité,des,nouveaux,faubourgs
des,nouveaux,faubourgs,il
nouveaux,faubourgs,il,découvrit
faubourgs,il,découvrit,après
il,découvrit,après,avoir
découvrit,après,avoir,longtemps
après,avoir,longtemps,cherché
avoir,longtemps,cherché,la
longtemps,cherché,la,maison
cherché,la,maison,de
la,maison,de,valentine
maison,de,valentine,blondeau
de,valentine,blondeau,une
valentine,blondeau,une,femme
blondeau,une,femme,la
une,femme,la,mère
femme,la,mère,de
la,mère,de,valentine
mère,de,valentine,sur
de,valentine,sur,le
valentine,sur,le,pas
sur,le,pas,de
le,pas,de,la
pas,de,la,porte
de,la,porte,semblait
la,porte,semblait,l
porte,semblait,l,attendre
semblait,l,attendre,c
l,attendre,c,était
attendre,c,était,une
c,était,une,bonne
était,une,bonne,figure
une,bonne,figure,de
bonne,figure,de,ménagère
figure,de,ménagère,lourde
de,ménagère,lourde,fripée
ménagère,lourde,fripée,mais
lourde,fripée,mais,belle
fripée,mais,belle,encore
mais,belle,encore,elle
belle,encore,elle,le
encore,elle,le,regardai
elle,le,regardai,venir
le,regardai,venir,avec
regardai,venir,avec,curiosité
venir,avec,curiosité,et
avec,curiosité,et,lorsqu
curiosité,et,lorsqu,il
et,lorsqu,il,lui
lorsqu,il,lui,demanda:
il,lui,demanda:,si
lui,demanda:,si,mlles
demanda:,si,mlles,blondeau
si,mlles,blondeau,étaient
mlles,blondeau,étaient,ici
blondeau,étaient,ici,elle
étaient,ici,elle,lui
ici,elle,lui,expliqua
elle,lui,expliqua,doucement
lui,expliqua,doucement,avec
expliqua,doucement,avec,bienveillance
doucement,avec,bienveillance,qu
avec,bienveillance,qu,elles
bienveillance,qu,elles,étaient
qu,elles,étaient,rentrées
elles,étaient,rentrées,à
étaient,rentrées,à,paris
rentrées,à,paris,depuis
à,paris,depuis,le
paris,depuis,le,août
depuis,le,août,elles
le,août,elles,m
août,elles,m,ont
elles,m,ont,défendu
m,ont,défendu,de
ont,défendu,de,dire
défendu,de,dire,où
de,dire,où,elles
dire,où,elles,allaient
où,elles,allaient,ajouta-t-elle
elles,allaient,ajouta-t-elle,mais
allaient,ajouta-t-elle,mais,en
ajouta-t-elle,mais,en,écrivant
mais,en,écrivant,à
en,écrivant,à,leur
écrivant,à,leur,ancienne
à,leur,ancienne,adresse
leur,ancienne,adresse,on
ancienne,adresse,on,ferait
adresse,on,ferait,suivre
on,ferait,suivre,leurs
ferait,suivre,leurs,lettres
suivre,leurs,lettres,en
leurs,lettres,en,revenant
lettres,en,revenant,sur
en,revenant,sur,ses
revenant,sur,ses,pas
sur,ses,pas,sa
ses,pas,sa,bicyclette
pas,sa,bicyclette,à
sa,bicyclette,à,la
bicyclette,à,la,main
à,la,main,à
la,main,à,travers
main,à,travers,le
à,travers,le,jardinet
travers,le,jardinet,il
le,jardinet,il,pensait:
jardinet,il,pensait:,elle
il,pensait:,elle,est
pensait:,elle,est,partie
elle,est,partie,tout
est,partie,tout,est
partie,tout,est,fini
tout,est,fini,comme
est,fini,comme,je
fini,comme,je,l
comme,je,l,ai
je,l,ai,voulu
l,ai,voulu,c
ai,voulu,c,est
voulu,c,est,moi
c,est,moi,qui
est,moi,qui,l
moi,qui,l,ai
qui,l,ai,forcée
l,ai,forcée,à
ai,forcée,à,cela
forcée,à,cela,je
à,cela,je,deviendrai
cela,je,deviendrai,certainement
je,deviendrai,certainement,une
deviendrai,certainement,une,fille
certainement,une,fille,perdue
une,fille,perdue,disait-elle
fille,perdue,disait-elle,et
perdue,disait-elle,et,c
disait-elle,et,c,est
et,c,est,moi
c,est,moi,qui
est,moi,qui,l
moi,qui,l,ai
qui,l,ai,jetée
l,ai,jetée,là
ai,jetée,là,c
jetée,là,c,est
là,c,est,moi
c,est,moi,qui
est,moi,qui,ai
moi,qui,ai,perdu
qui,ai,perdu,la
ai,perdu,la,fiancée
perdu,la,fiancée,de
la,fiancée,de,frantz
fiancée,de,frantz,et
de,frantz,et,tout
frantz,et,tout,bas
et,tout,bas,il
tout,bas,il,se
bas,il,se,répétait
il,se,répétait,avec
se,répétait,avec,folie:
répétait,avec,folie:,tant
avec,folie:,tant,mieux
folie:,tant,mieux,tant
tant,mieux,tant,mieux
mieux,tant,mieux,avec
tant,mieux,avec,la
mieux,avec,la,certitude
avec,la,certitude,que
la,certitude,que,c
certitude,que,c,était
que,c,était,bien
c,était,bien,tant
était,bien,tant,pis
bien,tant,pis,au
tant,pis,au,contraire
pis,au,contraire,et
au,contraire,et,que
contraire,et,que,sous
et,que,sous,les
que,sous,les,yeux
sous,les,yeux,de
les,yeux,de,cette
yeux,de,cette,femme
de,cette,femme,avant
cette,femme,avant,d
femme,avant,d,arriver
avant,d,arriver,à
d,arriver,à,la
arriver,à,la,grille
à,la,grille,il
la,grille,il,allait
grille,il,allait,buter
il,allait,buter,des
allait,buter,des,deux
buter,des,deux,pieds
des,deux,pieds,et
deux,pieds,et,tomber
pieds,et,tomber,sur
et,tomber,sur,les
tomber,sur,les,genoux
sur,les,genoux,il
les,genoux,il,ne
genoux,il,ne,pensa
il,ne,pensa,pas
ne,pensa,pas,à
pensa,pas,à,déjeuner
pas,à,déjeuner,et
à,déjeuner,et,s
déjeuner,et,s,arrêta
et,s,arrêta,dans
s,arrêta,dans,un
arrêta,dans,un,café
dans,un,café,où
un,café,où,il
café,où,il,écrivit
où,il,écrivit,longuement
il,écrivit,longuement,à
écrivit,longuement,à,valentine
longuement,à,valentine,rien
à,valentine,rien,que
valentine,rien,que,pour
rien,que,pour,crier
que,pour,crier,pour
pour,crier,pour,se
crier,pour,se,délivrer
pour,se,délivrer,du
se,délivrer,du,cri
délivrer,du,cri,désespéré
du,cri,désespéré,qui
cri,désespéré,qui,l
désespéré,qui,l,étouffait
qui,l,étouffait,sa
l,étouffait,sa,lettre
étouffait,sa,lettre,répétait
sa,lettre,répétait,indéfiniment:
lettre,répétait,indéfiniment:,vous
